"Country or Area","Year(s)","Variant","Value"
"Niger","2058","Momentum","38277.923"
"Niger","2057","Medium","78796.834"
"Niger","2057","High","86332.516"
"Niger","2057","Low","71588.211"
"Niger","2057","Constant fertility","112308.376"
"Niger","2057","Instant replacement","39325.703"
"Niger","2057","Zero migration","78738.311"
"Niger","2057","Constant mortality","72614.745"
"Niger","2057","No change","103005.147"
"Niger","2057","Momentum","38018.268"
"Niger","2056","Medium","76853.653"
"Niger","2056","High","83923.281"
"Niger","2056","Low","70069.722"
"Niger","2056","Constant fertility","107636.721"
"Niger","2056","Instant replacement","38984.669"
"Niger","2056","Zero migration","76797.114"
"Niger","2056","Constant mortality","71053.462"
"Niger","2056","No change","99064.076"
"Niger","2056","Momentum","37747.529"
"Niger","2055","Medium","74927.896"
"Niger","2055","High","81551.951"
"Niger","2055","Low","68551.857"
"Niger","2055","Constant fertility","103162.984"
"Niger","2055","Instant replacement","38632.825"
"Niger","2055","Zero migration","74873.337"
"Niger","2055","Constant mortality","69494.625"
"Niger","2055","No change","95273.044"
"Niger","2055","Momentum","37464.211"
"Niger","2054","Medium","73020.32"
"Niger","2054","High","79218.924"
"Niger","2054","Low","67035.52"
"Niger","2054","Constant fertility","98878.951"
"Niger","2054","Instant replacement","38269.519"
"Niger","2054","Zero migration","72967.697"
"Niger","2054","Constant mortality","67939.159"
"Niger","2054","No change","91626.549"
"Niger","2054","Momentum","37167.642"
"Niger","2053","Medium","71131.901"
"Niger","2053","High","76924.801"
"Niger","2053","Low","65521.887"
"Niger","2053","Constant fertility","94776.558"
"Niger","2053","Instant replacement","37894.766"
"Niger","2053","Zero migration","71081.207"
"Niger","2053","Constant mortality","66388.241"
"Niger","2053","No change","88119.171"
"Niger","2053","Momentum","36857.831"
"Niger","2052","Medium","69263.763"
"Niger","2052","High","74670.401"
"Niger","2052","Low","64012.217"
"Niger","2052","Constant fertility","90848.242"
"Niger","2052","Instant replacement","37508.598"
"Niger","2052","Zero migration","69214.964"
"Niger","2052","Constant mortality","64843.169"
"Niger","2052","No change","84745.665"
"Niger","2052","Momentum","36534.768"
"Niger","2051","Medium","67417.106"
"Niger","2051","High","72456.659"
"Niger","2051","Low","62507.851"
"Niger","2051","Constant fertility","87086.686"
"Niger","2051","Instant replacement","37111.27"
"Niger","2051","Zero migration","67370.186"
"Niger","2051","Constant mortality","63305.376"
"Niger","2051","No change","81500.927"
"Niger","2051","Momentum","36198.746"
"Niger","2050","Medium","65593.043"
"Niger","2050","High","70284.304"
"Niger","2050","Low","61010.103"
"Niger","2050","Constant fertility","83484.839"
"Niger","2050","Instant replacement","36703.026"
"Niger","2050","Zero migration","65547.978"
"Niger","2050","Constant mortality","61776.141"
"Niger","2050","No change","78380.033"
"Niger","2050","Momentum","35849.966"
"Niger","2049","Medium","63792.417"
"Niger","2049","High","68153.71"
"Niger","2049","Low","59520.134"
"Niger","2049","Constant fertility","80035.765"
"Niger","2049","Instant replacement","36284.187"
"Niger","2049","Zero migration","63749.18"
"Niger","2049","Constant mortality","60256.571"
"Niger","2049","No change","75378.193"
"Niger","2049","Momentum","35488.746"
"Niger","2048","Medium","62015.91"
"Niger","2048","High","66064.987"
"Niger","2048","Low","58038.982"
"Niger","2048","Constant fertility","76732.84"
"Niger","2048","Instant replacement","35854.742"
"Niger","2048","Zero migration","61974.471"
"Niger","2048","Constant mortality","58747.597"
"Niger","2048","No change","72490.823"
"Niger","2048","Momentum","35115.022"
"Niger","2047","Medium","60264.146"
"Niger","2047","High","64018.226"
"Niger","2047","Low","56567.686"
"Niger","2047","Constant fertility","73569.828"
"Niger","2047","Instant replacement","35414.195"
"Niger","2047","Zero migration","60224.49"
"Niger","2047","Constant mortality","57250.098"
"Niger","2047","No change","69713.511"
"Niger","2047","Momentum","34728.185"
"Niger","2046","Medium","58537.693"
"Niger","2046","High","62013.349"
"Niger","2046","Low","55107.261"
"Niger","2046","Constant fertility","70540.774"
"Niger","2046","Instant replacement","34961.89"
"Niger","2046","Zero migration","58499.79"
"Niger","2046","Constant mortality","55764.901"
"Niger","2046","No change","67041.999"
"Niger","2046","Momentum","34327.44"
"Niger","2045","Medium","56837.126"
"Niger","2045","High","60050.274"
"Niger","2045","Low","53658.765"
"Niger","2045","Constant fertility","67639.93"
"Niger","2045","Instant replacement","34497.697"
"Niger","2045","Zero migration","56800.956"
"Niger","2045","Constant mortality","54292.835"
"Niger","2045","No change","64472.16"
"Niger","2045","Momentum","33912.536"
"Niger","2044","Medium","55163.067"
"Niger","2044","High","58129.028"
"Niger","2044","Low","52223.288"
"Niger","2044","Constant fertility","64861.681"
"Niger","2044","Instant replacement","34022.38"
"Niger","2044","Zero migration","55128.613"
"Niger","2044","Constant mortality","52834.861"
"Niger","2044","No change","62000.046"
"Niger","2044","Momentum","33484.217"
"Niger","2043","Medium","53516.247"
"Niger","2043","High","56249.594"
"Niger","2043","Low","50802.084"
"Niger","2043","Constant fertility","62200.535"
"Niger","2043","Instant replacement","33537.32"
"Niger","2043","Zero migration","53483.471"
"Niger","2043","Constant mortality","51391.949"
"Niger","2043","No change","59621.768"
"Niger","2043","Momentum","33043.858"
"Niger","2042","Medium","51897.322"
"Niger","2042","High","54411.722"
"Niger","2042","Low","49396.562"
"Niger","2042","Constant fertility","59651.135"
"Niger","2042","Instant replacement","33043.781"
"Niger","2042","Zero migration","51866.213"
"Niger","2042","Constant mortality","49965.163"
"Niger","2042","No change","57333.478"
"Niger","2042","Momentum","32592.681"
"Niger","2041","Medium","50306.974"
"Niger","2041","High","52615.071"
"Niger","2041","Low","48008.209"
"Niger","2041","Constant fertility","57208.304"
"Niger","2041","Instant replacement","32543.345"
"Niger","2041","Zero migration","50277.513"
"Niger","2041","Constant mortality","48555.598"
"Niger","2041","No change","55131.435"
"Niger","2041","Momentum","32132.229"
"Niger","2040","Medium","48745.855"
"Niger","2040","High","50859.3"
"Niger","2040","Low","46638.441"
"Niger","2040","Constant fertility","54867.174"
"Niger","2040","Instant replacement","32037.831"
"Niger","2040","Zero migration","48718.021"
"Niger","2040","Constant mortality","47164.259"
"Niger","2040","No change","53012.126"
"Niger","2040","Momentum","31664.29"
"Niger","2039","Medium","47214.475"
"Niger","2039","High","49144.545"
"Niger","2039","Low","45288.043"
"Niger","2039","Constant fertility","52623.214"
"Niger","2039","Instant replacement","31528.342"
"Niger","2039","Zero migration","47188.262"
"Niger","2039","Constant mortality","45791.993"
"Niger","2039","No change","50972.3"
"Niger","2039","Momentum","31189.968"
"Niger","2038","Medium","45713.337"
"Niger","2038","High","47470.666"
"Niger","2038","Low","43957.99"
"Niger","2038","Constant fertility","50472.259"
"Niger","2038","Instant replacement","31016.985"
"Niger","2038","Zero migration","45688.721"
"Niger","2038","Constant mortality","44439.609"
"Niger","2038","No change","49008.952"
"Niger","2038","Momentum","30711.428"
"Niger","2037","Medium","44242.946"
"Niger","2037","High","45836.719"
"Niger","2037","Low","42650.113"
"Niger","2037","Constant fertility","48410.371"
"Niger","2037","Instant replacement","30507.92"
"Niger","2037","Zero migration","44219.915"
"Niger","2037","Constant mortality","43108.014"
"Niger","2037","No change","47119.228"
"Niger","2037","Momentum","30232.909"
"Niger","2036","Medium","42803.808"
"Niger","2036","High","44241.515"
"Niger","2036","Low","41366.428"
"Niger","2036","Constant fertility","46433.865"
"Niger","2036","Instant replacement","30006.174"
"Niger","2036","Zero migration","42782.34"
"Niger","2036","Constant mortality","41798.119"
"Niger","2036","No change","45300.475"
"Niger","2036","Momentum","29759.586"
"Niger","2035","Medium","41396.373"
"Niger","2035","High","42684.31"
"Niger","2035","Low","40108.437"
"Niger","2035","Constant fertility","44539.313"
"Niger","2035","Instant replacement","29515.852"
"Niger","2035","Zero migration","41376.455"
"Niger","2035","Constant mortality","40510.74"
"Niger","2035","No change","43550.164"
"Niger","2035","Momentum","29295.681"
"Niger","2034","Medium","40020.92"
"Niger","2034","High","41164.543"
"Niger","2034","Low","38877.148"
"Niger","2034","Constant fertility","42723.149"
"Niger","2034","Instant replacement","29039.028"
"Niger","2034","Zero migration","40002.543"
"Niger","2034","Constant mortality","39246.486"
"Niger","2034","No change","41865.695"
"Niger","2034","Momentum","28843.329"
"Niger","2033","Medium","38677.737"
"Niger","2033","High","39682.708"
"Niger","2033","Low","37672.573"
"Niger","2033","Constant fertility","40982.285"
"Niger","2033","Instant replacement","28576.666"
"Niger","2033","Zero migration","38660.877"
"Niger","2033","Constant mortality","38005.942"
"Niger","2033","No change","40244.785"
"Niger","2033","Momentum","28403.568"
"Niger","2032","Medium","37367.258"
"Niger","2032","High","38240.427"
"Niger","2032","Low","36493.93"
"Niger","2032","Constant fertility","39314.431"
"Niger","2032","Instant replacement","28130.346"
"Niger","2032","Zero migration","37351.899"
"Niger","2032","Constant mortality","36789.81"
"Niger","2032","No change","38685.793"
"Niger","2032","Momentum","27978.107"
"Niger","2031","Medium","36089.92"
"Niger","2031","High","36839.923"
"Niger","2031","Low","35339.822"
"Niger","2031","Constant fertility","37717.724"
"Niger","2031","Instant replacement","27701.376"
"Niger","2031","Zero migration","36076.037"
"Niger","2031","Constant mortality","35598.787"
"Niger","2031","No change","37187.378"
"Niger","2031","Momentum","27568.339"
"Niger","2030","Medium","34846.02"
"Niger","2030","High","35482.795"
"Niger","2030","Low","34209.244"
"Niger","2030","Constant fertility","36190.178"
"Niger","2030","Instant replacement","27290.717"
"Niger","2030","Zero migration","34833.585"
"Niger","2030","Constant mortality","34433.43"
"Niger","2030","No change","35748.094"
"Niger","2030","Momentum","27175.374"
"Niger","2029","Medium","33635.577"
"Niger","2029","High","34169.514"
"Niger","2029","Low","33101.838"
"Niger","2029","Constant fertility","34729.497"
"Niger","2029","Instant replacement","26890.67"
"Niger","2029","Zero migration","33624.616"
"Niger","2029","Constant mortality","33294.083"
"Niger","2029","No change","34366.199"
"Niger","2029","Momentum","26791.516"
"Niger","2028","Medium","32458.489"
"Niger","2028","High","32899.653"
"Niger","2028","Low","32017.841"
"Niger","2028","Constant fertility","33333.15"
"Niger","2028","Instant replacement","26499.837"
"Niger","2028","Zero migration","32449.043"
"Niger","2028","Constant mortality","32180.898"
"Niger","2028","No change","33039.741"
"Niger","2028","Momentum","26415.429"
"Niger","2027","Medium","31314.61"
"Niger","2027","High","31672.149"
"Niger","2027","Low","30957.788"
"Niger","2027","Constant fertility","31998.499"
"Niger","2027","Instant replacement","26131.771"
"Niger","2027","Zero migration","31306.612"
"Niger","2027","Constant mortality","31093.913"
"Niger","2027","No change","31766.652"
"Niger","2027","Momentum","26060.911"
"Niger","2026","Medium","30203.733"
"Niger","2026","High","30485.817"
"Niger","2026","Low","29922.214"
"Niger","2026","Constant fertility","30723"
"Niger","2026","Instant replacement","25805.03"
"Niger","2026","Zero migration","30197.004"
"Niger","2026","Constant mortality","30033.048"
"Niger","2026","No change","30544.923"
"Niger","2026","Momentum","25746.868"
"Niger","2025","Medium","29125.52"
"Niger","2025","High","29339.701"
"Niger","2025","Low","28911.337"
"Niger","2025","Constant fertility","29504.362"
"Niger","2025","Instant replacement","25527.602"
"Niger","2025","Zero migration","29119.846"
"Niger","2025","Constant mortality","28998.175"
"Niger","2025","No change","29372.724"
"Niger","2025","Momentum","25481.444"
"Niger","2024","Medium","28079.839"
"Niger","2024","High","28233.179"
"Niger","2024","Low","27925.025"
"Niger","2024","Constant fertility","28340.598"
"Niger","2024","Instant replacement","25314.365"
"Niger","2024","Zero migration","28074.754"
"Niger","2024","Constant mortality","27989.111"
"Niger","2024","No change","28248.412"
"Niger","2024","Momentum","25279.794"
"Niger","2023","Medium","27066.232"
"Niger","2023","High","27166.097"
"Niger","2023","Low","26962.676"
"Niger","2023","Constant fertility","27230.066"
"Niger","2023","Instant replacement","25146.967"
"Niger","2023","Zero migration","27061.302"
"Niger","2023","Constant mortality","27005.67"
"Niger","2023","No change","27170.644"
"Niger","2023","Momentum","25123.447"
"Niger","2022","Medium","26083.66"
"Niger","2022","High","26138.748"
"Niger","2022","Low","26023.24"
"Niger","2022","Constant fertility","26171.473"
"Niger","2022","Instant replacement","24960.301"
"Niger","2022","Zero migration","26079.094"
"Niger","2022","Constant mortality","26047.623"
"Niger","2022","No change","26138.29"
"Niger","2022","Momentum","24946.724"
"Niger","2021","Medium","25130.817"
"Niger","2021","High","25151.88"
"Niger","2021","Low","25105.208"
"Niger","2021","Constant fertility","25163.867"
"Niger","2021","Instant replacement","24666.661"
"Niger","2021","Zero migration","25127.693"
"Niger","2021","Constant mortality","25114.709"
"Niger","2021","No change","25150.495"
"Niger","2021","Momentum","24661.099"
"Niger","2020","Medium","24206.644"
"Niger","2020","High","24206.644"
"Niger","2020","Low","24206.644"
"Niger","2020","Constant fertility","24206.644"
"Niger","2020","Instant replacement","24206.644"
"Niger","2020","Zero migration","24206.644"
"Niger","2020","Constant mortality","24206.644"
"Niger","2020","No change","24206.644"
"Niger","2020","Momentum","24206.644"
"Niger","2019","Medium","23310.715"
"Niger","2019","High","23310.715"
"Niger","2019","Low","23310.715"
"Niger","2019","Constant fertility","23310.715"
"Niger","2019","Instant replacement","23310.715"
"Niger","2019","Zero migration","23310.715"
"Niger","2019","Constant mortality","23310.715"
"Niger","2019","No change","23310.715"
"Niger","2019","Momentum","23310.715"
"Niger","2018","Medium","22442.822"
"Niger","2018","High","22442.822"
"Niger","2018","Low","22442.822"
