"Country or Area","Year(s)","Variant","Value"
"Mozambique","1985","Instant replacement","12764.387"
"Mozambique","1985","Zero migration","12764.387"
"Mozambique","1985","Constant mortality","12764.387"
"Mozambique","1985","No change","12764.387"
"Mozambique","1985","Momentum","12764.387"
"Mozambique","1984","Medium","12636.116"
"Mozambique","1984","High","12636.116"
"Mozambique","1984","Low","12636.116"
"Mozambique","1984","Constant fertility","12636.116"
"Mozambique","1984","Instant replacement","12636.116"
"Mozambique","1984","Zero migration","12636.116"
"Mozambique","1984","Constant mortality","12636.116"
"Mozambique","1984","No change","12636.116"
"Mozambique","1984","Momentum","12636.116"
"Mozambique","1983","Medium","12439.762"
"Mozambique","1983","High","12439.762"
"Mozambique","1983","Low","12439.762"
"Mozambique","1983","Constant fertility","12439.762"
"Mozambique","1983","Instant replacement","12439.762"
"Mozambique","1983","Zero migration","12439.762"
"Mozambique","1983","Constant mortality","12439.762"
"Mozambique","1983","No change","12439.762"
"Mozambique","1983","Momentum","12439.762"
"Mozambique","1982","Medium","12189.824"
"Mozambique","1982","High","12189.824"
"Mozambique","1982","Low","12189.824"
"Mozambique","1982","Constant fertility","12189.824"
"Mozambique","1982","Instant replacement","12189.824"
"Mozambique","1982","Zero migration","12189.824"
"Mozambique","1982","Constant mortality","12189.824"
"Mozambique","1982","No change","12189.824"
"Mozambique","1982","Momentum","12189.824"
"Mozambique","1981","Medium","11913.088"
"Mozambique","1981","High","11913.088"
"Mozambique","1981","Low","11913.088"
"Mozambique","1981","Constant fertility","11913.088"
"Mozambique","1981","Instant replacement","11913.088"
"Mozambique","1981","Zero migration","11913.088"
"Mozambique","1981","Constant mortality","11913.088"
"Mozambique","1981","No change","11913.088"
"Mozambique","1981","Momentum","11913.088"
"Mozambique","1980","Medium","11630.194"
"Mozambique","1980","High","11630.194"
"Mozambique","1980","Low","11630.194"
"Mozambique","1980","Constant fertility","11630.194"
"Mozambique","1980","Instant replacement","11630.194"
"Mozambique","1980","Zero migration","11630.194"
"Mozambique","1980","Constant mortality","11630.194"
"Mozambique","1980","No change","11630.194"
"Mozambique","1980","Momentum","11630.194"
"Mozambique","1979","Medium","11341.402"
"Mozambique","1979","High","11341.402"
"Mozambique","1979","Low","11341.402"
"Mozambique","1979","Constant fertility","11341.402"
"Mozambique","1979","Instant replacement","11341.402"
"Mozambique","1979","Zero migration","11341.402"
"Mozambique","1979","Constant mortality","11341.402"
"Mozambique","1979","No change","11341.402"
"Mozambique","1979","Momentum","11341.402"
"Mozambique","1978","Medium","11041.204"
"Mozambique","1978","High","11041.204"
"Mozambique","1978","Low","11041.204"
"Mozambique","1978","Constant fertility","11041.204"
"Mozambique","1978","Instant replacement","11041.204"
"Mozambique","1978","Zero migration","11041.204"
"Mozambique","1978","Constant mortality","11041.204"
"Mozambique","1978","No change","11041.204"
"Mozambique","1978","Momentum","11041.204"
"Mozambique","1977","Medium","10738.533"
"Mozambique","1977","High","10738.533"
"Mozambique","1977","Low","10738.533"
"Mozambique","1977","Constant fertility","10738.533"
"Mozambique","1977","Instant replacement","10738.533"
"Mozambique","1977","Zero migration","10738.533"
"Mozambique","1977","Constant mortality","10738.533"
"Mozambique","1977","No change","10738.533"
"Mozambique","1977","Momentum","10738.533"
"Mozambique","1976","Medium","10443.953"
"Mozambique","1976","High","10443.953"
"Mozambique","1976","Low","10443.953"
"Mozambique","1976","Constant fertility","10443.953"
"Mozambique","1976","Instant replacement","10443.953"
"Mozambique","1976","Zero migration","10443.953"
"Mozambique","1976","Constant mortality","10443.953"
"Mozambique","1976","No change","10443.953"
"Mozambique","1976","Momentum","10443.953"
"Mozambique","1975","Medium","10165.215"
"Mozambique","1975","High","10165.215"
"Mozambique","1975","Low","10165.215"
"Mozambique","1975","Constant fertility","10165.215"
"Mozambique","1975","Instant replacement","10165.215"
"Mozambique","1975","Zero migration","10165.215"
"Mozambique","1975","Constant mortality","10165.215"
"Mozambique","1975","No change","10165.215"
"Mozambique","1975","Momentum","10165.215"
"Mozambique","1974","Medium","9906.965"
"Mozambique","1974","High","9906.965"
"Mozambique","1974","Low","9906.965"
"Mozambique","1974","Constant fertility","9906.965"
"Mozambique","1974","Instant replacement","9906.965"
"Mozambique","1974","Zero migration","9906.965"
"Mozambique","1974","Constant mortality","9906.965"
"Mozambique","1974","No change","9906.965"
"Mozambique","1974","Momentum","9906.965"
"Mozambique","1973","Medium","9668.657"
"Mozambique","1973","High","9668.657"
"Mozambique","1973","Low","9668.657"
"Mozambique","1973","Constant fertility","9668.657"
"Mozambique","1973","Instant replacement","9668.657"
"Mozambique","1973","Zero migration","9668.657"
"Mozambique","1973","Constant mortality","9668.657"
"Mozambique","1973","No change","9668.657"
"Mozambique","1973","Momentum","9668.657"
"Mozambique","1972","Medium","9446.24"
"Mozambique","1972","High","9446.24"
"Mozambique","1972","Low","9446.24"
"Mozambique","1972","Constant fertility","9446.24"
"Mozambique","1972","Instant replacement","9446.24"
"Mozambique","1972","Zero migration","9446.24"
"Mozambique","1972","Constant mortality","9446.24"
"Mozambique","1972","No change","9446.24"
"Mozambique","1972","Momentum","9446.24"
"Mozambique","1971","Medium","9232.655"
"Mozambique","1971","High","9232.655"
"Mozambique","1971","Low","9232.655"
"Mozambique","1971","Constant fertility","9232.655"
"Mozambique","1971","Instant replacement","9232.655"
"Mozambique","1971","Zero migration","9232.655"
"Mozambique","1971","Constant mortality","9232.655"
"Mozambique","1971","No change","9232.655"
"Mozambique","1971","Momentum","9232.655"
"Mozambique","1970","Medium","9022.741"
"Mozambique","1970","High","9022.741"
"Mozambique","1970","Low","9022.741"
"Mozambique","1970","Constant fertility","9022.741"
"Mozambique","1970","Instant replacement","9022.741"
"Mozambique","1970","Zero migration","9022.741"
"Mozambique","1970","Constant mortality","9022.741"
"Mozambique","1970","No change","9022.741"
"Mozambique","1970","Momentum","9022.741"
"Mozambique","1969","Medium","8816.057"
"Mozambique","1969","High","8816.057"
"Mozambique","1969","Low","8816.057"
"Mozambique","1969","Constant fertility","8816.057"
"Mozambique","1969","Instant replacement","8816.057"
"Mozambique","1969","Zero migration","8816.057"
"Mozambique","1969","Constant mortality","8816.057"
"Mozambique","1969","No change","8816.057"
"Mozambique","1969","Momentum","8816.057"
"Mozambique","1968","Medium","8614.447"
"Mozambique","1968","High","8614.447"
"Mozambique","1968","Low","8614.447"
"Mozambique","1968","Constant fertility","8614.447"
"Mozambique","1968","Instant replacement","8614.447"
"Mozambique","1968","Zero migration","8614.447"
"Mozambique","1968","Constant mortality","8614.447"
"Mozambique","1968","No change","8614.447"
"Mozambique","1968","Momentum","8614.447"
"Mozambique","1967","Medium","8417.702"
"Mozambique","1967","High","8417.702"
"Mozambique","1967","Low","8417.702"
"Mozambique","1967","Constant fertility","8417.702"
"Mozambique","1967","Instant replacement","8417.702"
"Mozambique","1967","Zero migration","8417.702"
"Mozambique","1967","Constant mortality","8417.702"
"Mozambique","1967","No change","8417.702"
"Mozambique","1967","Momentum","8417.702"
"Mozambique","1966","Medium","8225.921"
"Mozambique","1966","High","8225.921"
"Mozambique","1966","Low","8225.921"
"Mozambique","1966","Constant fertility","8225.921"
"Mozambique","1966","Instant replacement","8225.921"
"Mozambique","1966","Zero migration","8225.921"
"Mozambique","1966","Constant mortality","8225.921"
"Mozambique","1966","No change","8225.921"
"Mozambique","1966","Momentum","8225.921"
"Mozambique","1965","Medium","8039.215"
"Mozambique","1965","High","8039.215"
"Mozambique","1965","Low","8039.215"
"Mozambique","1965","Constant fertility","8039.215"
"Mozambique","1965","Instant replacement","8039.215"
"Mozambique","1965","Zero migration","8039.215"
"Mozambique","1965","Constant mortality","8039.215"
"Mozambique","1965","No change","8039.215"
"Mozambique","1965","Momentum","8039.215"
"Mozambique","1964","Medium","7857.104"
"Mozambique","1964","High","7857.104"
"Mozambique","1964","Low","7857.104"
"Mozambique","1964","Constant fertility","7857.104"
"Mozambique","1964","Instant replacement","7857.104"
"Mozambique","1964","Zero migration","7857.104"
"Mozambique","1964","Constant mortality","7857.104"
"Mozambique","1964","No change","7857.104"
"Mozambique","1964","Momentum","7857.104"
"Mozambique","1963","Medium","7679.458"
"Mozambique","1963","High","7679.458"
"Mozambique","1963","Low","7679.458"
"Mozambique","1963","Constant fertility","7679.458"
"Mozambique","1963","Instant replacement","7679.458"
"Mozambique","1963","Zero migration","7679.458"
"Mozambique","1963","Constant mortality","7679.458"
"Mozambique","1963","No change","7679.458"
"Mozambique","1963","Momentum","7679.458"
"Mozambique","1962","Medium","7507.303"
"Mozambique","1962","High","7507.303"
"Mozambique","1962","Low","7507.303"
"Mozambique","1962","Constant fertility","7507.303"
"Mozambique","1962","Instant replacement","7507.303"
"Mozambique","1962","Zero migration","7507.303"
"Mozambique","1962","Constant mortality","7507.303"
"Mozambique","1962","No change","7507.303"
"Mozambique","1962","Momentum","7507.303"
"Mozambique","1961","Medium","7342.111"
"Mozambique","1961","High","7342.111"
"Mozambique","1961","Low","7342.111"
"Mozambique","1961","Constant fertility","7342.111"
"Mozambique","1961","Instant replacement","7342.111"
"Mozambique","1961","Zero migration","7342.111"
"Mozambique","1961","Constant mortality","7342.111"
"Mozambique","1961","No change","7342.111"
"Mozambique","1961","Momentum","7342.111"
"Mozambique","1960","Medium","7184.869"
"Mozambique","1960","High","7184.869"
"Mozambique","1960","Low","7184.869"
"Mozambique","1960","Constant fertility","7184.869"
"Mozambique","1960","Instant replacement","7184.869"
"Mozambique","1960","Zero migration","7184.869"
"Mozambique","1960","Constant mortality","7184.869"
"Mozambique","1960","No change","7184.869"
"Mozambique","1960","Momentum","7184.869"
"Mozambique","1959","Medium","7035.802"
"Mozambique","1959","High","7035.802"
"Mozambique","1959","Low","7035.802"
"Mozambique","1959","Constant fertility","7035.802"
"Mozambique","1959","Instant replacement","7035.802"
"Mozambique","1959","Zero migration","7035.802"
"Mozambique","1959","Constant mortality","7035.802"
"Mozambique","1959","No change","7035.802"
"Mozambique","1959","Momentum","7035.802"
"Mozambique","1958","Medium","6894.494"
"Mozambique","1958","High","6894.494"
"Mozambique","1958","Low","6894.494"
"Mozambique","1958","Constant fertility","6894.494"
"Mozambique","1958","Instant replacement","6894.494"
"Mozambique","1958","Zero migration","6894.494"
"Mozambique","1958","Constant mortality","6894.494"
"Mozambique","1958","No change","6894.494"
"Mozambique","1958","Momentum","6894.494"
"Mozambique","1957","Medium","6760.101"
"Mozambique","1957","High","6760.101"
"Mozambique","1957","Low","6760.101"
"Mozambique","1957","Constant fertility","6760.101"
"Mozambique","1957","Instant replacement","6760.101"
"Mozambique","1957","Zero migration","6760.101"
"Mozambique","1957","Constant mortality","6760.101"
"Mozambique","1957","No change","6760.101"
"Mozambique","1957","Momentum","6760.101"
"Mozambique","1956","Medium","6631.681"
"Mozambique","1956","High","6631.681"
"Mozambique","1956","Low","6631.681"
"Mozambique","1956","Constant fertility","6631.681"
"Mozambique","1956","Instant replacement","6631.681"
"Mozambique","1956","Zero migration","6631.681"
"Mozambique","1956","Constant mortality","6631.681"
"Mozambique","1956","No change","6631.681"
"Mozambique","1956","Momentum","6631.681"
"Mozambique","1955","Medium","6508.398"
"Mozambique","1955","High","6508.398"
"Mozambique","1955","Low","6508.398"
"Mozambique","1955","Constant fertility","6508.398"
"Mozambique","1955","Instant replacement","6508.398"
"Mozambique","1955","Zero migration","6508.398"
"Mozambique","1955","Constant mortality","6508.398"
"Mozambique","1955","No change","6508.398"
"Mozambique","1955","Momentum","6508.398"
"Mozambique","1954","Medium","6389.682"
"Mozambique","1954","High","6389.682"
"Mozambique","1954","Low","6389.682"
"Mozambique","1954","Constant fertility","6389.682"
"Mozambique","1954","Instant replacement","6389.682"
"Mozambique","1954","Zero migration","6389.682"
"Mozambique","1954","Constant mortality","6389.682"
"Mozambique","1954","No change","6389.682"
"Mozambique","1954","Momentum","6389.682"
"Mozambique","1953","Medium","6275.233"
"Mozambique","1953","High","6275.233"
"Mozambique","1953","Low","6275.233"
"Mozambique","1953","Constant fertility","6275.233"
"Mozambique","1953","Instant replacement","6275.233"
"Mozambique","1953","Zero migration","6275.233"
"Mozambique","1953","Constant mortality","6275.233"
"Mozambique","1953","No change","6275.233"
"Mozambique","1953","Momentum","6275.233"
"Mozambique","1952","Medium","6165.048"
"Mozambique","1952","High","6165.048"
"Mozambique","1952","Low","6165.048"
"Mozambique","1952","Constant fertility","6165.048"
"Mozambique","1952","Instant replacement","6165.048"
"Mozambique","1952","Zero migration","6165.048"
"Mozambique","1952","Constant mortality","6165.048"
"Mozambique","1952","No change","6165.048"
"Mozambique","1952","Momentum","6165.048"
"Mozambique","1951","Medium","6059.439"
"Mozambique","1951","High","6059.439"
"Mozambique","1951","Low","6059.439"
"Mozambique","1951","Constant fertility","6059.439"
"Mozambique","1951","Instant replacement","6059.439"
"Mozambique","1951","Zero migration","6059.439"
"Mozambique","1951","Constant mortality","6059.439"
"Mozambique","1951","No change","6059.439"
"Mozambique","1951","Momentum","6059.439"
"Mozambique","1950","Medium","5958.97"
"Mozambique","1950","High","5958.97"
"Mozambique","1950","Low","5958.97"
"Mozambique","1950","Constant fertility","5958.97"
"Mozambique","1950","Instant replacement","5958.97"
"Mozambique","1950","Zero migration","5958.97"
"Mozambique","1950","Constant mortality","5958.97"
"Mozambique","1950","No change","5958.97"
"Mozambique","1950","Momentum","5958.97"
"Niger","2100","Medium","164947.332"
"Niger","2100","High","215619.804"
"Niger","2100","Low","123707.037"
"Niger","2100","Constant fertility","695046.606"
"Niger","2100","Instant replacement","46429.259"
"Niger","2100","Zero migration","164796.942"
"Niger","2100","Constant mortality","127449.363"
"Niger","2100","No change","536225.031"
"Niger","2100","Momentum","41435.361"
"Niger","2099","Medium","163196.087"
"Niger","2099","High","212299.78"
"Niger","2099","Low","123054.604"
"Niger","2099","Constant fertility","666445.562"
"Niger","2099","Instant replacement","46401.314"
"Niger","2099","Zero migration","163047.863"
"Niger","2099","Constant mortality","126718.724"
"Niger","2099","No change","516383.306"
"Niger","2099","Momentum","41441.387"
"Niger","2098","Medium","161418.933"
"Niger","2098","High","208979.569"
"Niger","2098","Low","122366.912"
"Niger","2098","Constant fertility","638996.332"
"Niger","2098","Instant replacement","46378.985"
"Niger","2098","Zero migration","161272.9"
"Niger","2098","Constant mortality","125952.9"
"Niger","2098","No change","497254.647"
"Niger","2098","Momentum","41459.805"
"Niger","2097","Medium","159617.503"
"Niger","2097","High","205661.352"
"Niger","2097","Low","121644.787"
"Niger","2097","Constant fertility","612656.635"
"Niger","2097","Instant replacement","46360.361"
"Niger","2097","Zero migration","159473.652"
"Niger","2097","Constant mortality","125152.81"
"Niger","2097","No change","478815.688"
"Niger","2097","Momentum","41488.274"
"Niger","2096","Medium","157793.143"
"Niger","2096","High","202346.954"
"Niger","2096","Low","120888.871"
"Niger","2096","Constant fertility","587385.127"
"Niger","2096","Instant replacement","46343.688"
"Niger","2096","Zero migration","157651.487"
"Niger","2096","Constant mortality","124319.205"
"Niger","2096","No change","461043.512"
"Niger","2096","Momentum","41524.641"
"Niger","2095","Medium","155946.981"
"Niger","2095","High","199037.864"
"Niger","2095","Low","120099.641"
"Niger","2095","Constant fertility","563141.287"
"Niger","2095","Instant replacement","46327.327"
"Niger","2095","Zero migration","155807.507"
"Niger","2095","Constant mortality","123452.676"
"Niger","2095","No change","443915.674"
"Niger","2095","Momentum","41566.915"
"Niger","2094","Medium","154079.855"
"Niger","2094","High","195735.202"
"Niger","2094","Low","119277.402"
"Niger","2094","Constant fertility","539885.491"
"Niger","2094","Instant replacement","46309.811"
"Niger","2094","Zero migration","153942.58"
"Niger","2094","Constant mortality","122553.607"
"Niger","2094","No change","427410.165"
"Niger","2094","Momentum","41613.338"
"Niger","2093","Medium","152192.369"
"Niger","2093","High","192439.728"
"Niger","2093","Low","118422.298"
"Niger","2093","Constant fertility","517578.985"
"Niger","2093","Instant replacement","46289.784"
"Niger","2093","Zero migration","152057.288"
"Niger","2093","Constant mortality","121622.252"
"Niger","2093","No change","411505.478"
"Niger","2093","Momentum","41662.342"
"Niger","2092","Medium","150284.929"
"Niger","2092","High","189151.927"
"Niger","2092","Low","117534.339"
"Niger","2092","Constant fertility","496183.955"
"Niger","2092","Instant replacement","46266.032"
"Niger","2092","Zero migration","150152.045"
"Niger","2092","Constant mortality","120658.672"
"Niger","2092","No change","396180.55"
"Niger","2092","Momentum","41712.496"
"Niger","2091","Medium","148357.811"
"Niger","2091","High","185872.102"
"Niger","2091","Low","116613.474"
"Niger","2091","Constant fertility","475663.586"
"Niger","2091","Instant replacement","46237.452"
"Niger","2091","Zero migration","148227.116"
"Niger","2091","Constant mortality","119662.891"
"Niger","2091","No change","381414.842"
"Niger","2091","Momentum","41762.563"
"Niger","2090","Medium","146411.369"
"Niger","2090","High","182600.608"
"Niger","2090","Low","115659.736"
"Niger","2090","Constant fertility","455982.337"
"Niger","2090","Instant replacement","46203.003"
"Niger","2090","Zero migration","146282.858"
"Niger","2090","Constant mortality","118635.003"
"Niger","2090","No change","367188.419"
"Niger","2090","Momentum","41811.301"
"Niger","2089","Medium","144446.326"
"Niger","2089","High","179338.23"
"Niger","2089","Low","114673.487"
"Niger","2089","Constant fertility","437106.198"
"Niger","2089","Instant replacement","46161.68"
"Niger","2089","Zero migration","144320.006"
"Niger","2089","Constant mortality","117575.421"
"Niger","2089","No change","353482.069"
"Niger","2089","Momentum","41857.425"
"Niger","2088","Medium","142463.926"
"Niger","2088","High","176086.406"
"Niger","2088","Low","113655.502"
"Niger","2088","Constant fertility","419002.9"
"Niger","2088","Instant replacement","46112.403"
"Niger","2088","Zero migration","142339.797"
"Niger","2088","Constant mortality","116484.972"
"Niger","2088","No change","340277.325"
"Niger","2088","Momentum","41899.484"
"Niger","2087","Medium","140466.075"
"Niger","2087","High","172847.33"
"Niger","2087","Low","112607.113"
"Niger","2087","Constant fertility","401642.041"
"Niger","2087","Instant replacement","46054.114"
"Niger","2087","Zero migration","140344.123"
"Niger","2087","Constant mortality","115365.023"
"Niger","2087","No change","327556.591"
"Niger","2087","Momentum","41935.827"
"Niger","2086","Medium","138455.037"
"Niger","2086","High","169623.683"
"Niger","2086","Low","111529.944"
"Niger","2086","Constant fertility","384994.783"
"Niger","2086","Instant replacement","45985.694"
"Niger","2086","Zero migration","138335.264"
"Niger","2086","Constant mortality","114217.269"
"Niger","2086","No change","315302.96"
"Niger","2086","Momentum","41964.713"
"Niger","2085","Medium","136432.732"
"Niger","2085","High","166417.608"
"Niger","2085","Low","110425.391"
"Niger","2085","Constant fertility","369033.071"
"Niger","2085","Instant replacement","45906.234"
"Niger","2085","Zero migration","136315.126"
"Niger","2085","Constant mortality","113043.113"
"Niger","2085","No change","303499.95"
"Niger","2085","Momentum","41984.662"
"Niger","2084","Medium","134400.422"
"Niger","2084","High","163230.446"
"Niger","2084","Low","109294.37"
"Niger","2084","Constant fertility","353728.751"
"Niger","2084","Instant replacement","45815.102"
"Niger","2084","Zero migration","134284.973"
"Niger","2084","Constant mortality","111843.512"
"Niger","2084","No change","292131.206"
"Niger","2084","Momentum","41994.671"
"Niger","2083","Medium","132358.787"
"Niger","2083","High","160062.723"
"Niger","2083","Low","108137.379"
"Niger","2083","Constant fertility","339054.574"
"Niger","2083","Instant replacement","45711.849"
"Niger","2083","Zero migration","132245.501"
"Niger","2083","Constant mortality","110618.961"
"Niger","2083","No change","281180.826"
"Niger","2083","Momentum","41993.982"
"Niger","2082","Medium","130308.407"
"Niger","2082","High","156914.837"
"Niger","2082","Low","106954.86"
"Niger","2082","Constant fertility","324985.304"
"Niger","2082","Instant replacement","45595.924"
"Niger","2082","Zero migration","130197.283"
"Niger","2082","Constant mortality","109369.898"
"Niger","2082","No change","270633.774"
"Niger","2082","Momentum","41981.734"
"Niger","2081","Medium","128249.649"
"Niger","2081","High","153786.857"
"Niger","2081","Low","105747.097"
"Niger","2081","Constant fertility","311496.904"
"Niger","2081","Instant replacement","45466.853"
"Niger","2081","Zero migration","128140.661"
"Niger","2081","Constant mortality","108096.596"
"Niger","2081","No change","260475.585"
"Niger","2081","Momentum","41957.183"
"Niger","2080","Medium","126182.966"
"Niger","2080","High","150678.984"
"Niger","2080","Low","104514.524"
"Niger","2080","Constant fertility","298566.008"
"Niger","2080","Instant replacement","45324.364"
"Niger","2080","Zero migration","126076.129"
"Niger","2080","Constant mortality","106799.449"
"Niger","2080","No change","250692.218"
"Niger","2080","Momentum","41919.745"
"Niger","2079","Medium","124109.339"
"Niger","2079","High","147591.999"
"Niger","2079","Low","103257.942"
"Niger","2079","Constant fertility","286169.48"
"Niger","2079","Instant replacement","45168.255"
"Niger","2079","Zero migration","124004.642"
"Niger","2079","Constant mortality","105479.27"
"Niger","2079","No change","241269.837"
"Niger","2079","Momentum","41868.931"
"Niger","2078","Medium","122029.844"
"Niger","2078","High","144526.768"
"Niger","2078","Low","101978.295"
"Niger","2078","Constant fertility","274284.909"
"Niger","2078","Instant replacement","44998.624"
"Niger","2078","Zero migration","121927.271"
"Niger","2078","Constant mortality","104136.985"
"Niger","2078","No change","232195.042"
"Niger","2078","Momentum","41804.537"
"Niger","2077","Medium","119945.213"
"Niger","2077","High","141483.67"
"Niger","2077","Low","100676.329"
"Niger","2077","Constant fertility","262891.312"
"Niger","2077","Instant replacement","44815.884"
"Niger","2077","Zero migration","119844.783"
"Niger","2077","Constant mortality","102773.304"
"Niger","2077","No change","223455.082"
"Niger","2077","Momentum","41726.697"
"Niger","2076","Medium","117856.171"
"Niger","2076","High","138462.999"
"Niger","2076","Low","99352.794"
"Niger","2076","Constant fertility","251968.62"
"Niger","2076","Instant replacement","44620.679"
"Niger","2076","Zero migration","117757.877"
"Niger","2076","Constant mortality","101388.939"
"Niger","2076","No change","215037.723"
"Niger","2076","Momentum","41635.795"
"Niger","2075","Medium","115763.542"
"Niger","2075","High","135465.164"
"Niger","2075","Low","98008.523"
"Niger","2075","Constant fertility","241497.492"
"Niger","2075","Instant replacement","44413.649"
"Niger","2075","Zero migration","115667.369"
"Niger","2075","Constant mortality","99984.687"
"Niger","2075","No change","206931.091"
"Niger","2075","Momentum","41532.181"
"Niger","2074","Medium","113668.229"
"Niger","2074","High","132490.75"
"Niger","2074","Low","96644.411"
"Niger","2074","Constant fertility","231458.878"
"Niger","2074","Instant replacement","44195.117"
"Niger","2074","Zero migration","113574.183"
"Niger","2074","Constant mortality","98561.452"
"Niger","2074","No change","199123.603"
"Niger","2074","Momentum","41416.037"
"Niger","2073","Medium","111571.323"
"Niger","2073","High","129540.573"
"Niger","2073","Low","95261.513"
"Niger","2073","Constant fertility","221834.569"
"Niger","2073","Instant replacement","43965.472"
"Niger","2073","Zero migration","111479.413"
"Niger","2073","Constant mortality","97120.253"
"Niger","2073","No change","191604.106"
"Niger","2073","Momentum","41287.528"
"Niger","2072","Medium","109474.085"
"Niger","2072","High","126615.466"
"Niger","2072","Low","93861.101"
"Niger","2072","Constant fertility","212607.665"
"Niger","2072","Instant replacement","43725.454"
"Niger","2072","Zero migration","109384.3"
"Niger","2072","Constant mortality","95662.268"
"Niger","2072","No change","184362.087"
"Niger","2072","Momentum","41147.181"
"Niger","2071","Medium","107377.872"
"Niger","2071","High","123716.403"
"Niger","2071","Low","92444.554"
"Niger","2071","Constant fertility","203762.163"
"Niger","2071","Instant replacement","43475.871"
"Niger","2071","Zero migration","107290.214"
"Niger","2071","Constant mortality","94188.805"
"Niger","2071","No change","177387.516"
"Niger","2071","Momentum","40995.609"
"Niger","2070","Medium","105283.988"
"Niger","2070","High","120844.272"
"Niger","2070","Low","91013.198"
"Niger","2070","Constant fertility","195282.608"
"Niger","2070","Instant replacement","43217.524"
"Niger","2070","Zero migration","105198.449"
"Niger","2070","Constant mortality","92701.114"
"Niger","2070","No change","170670.715"
"Niger","2070","Momentum","40833.438"
"Niger","2069","Medium","103193.54"
"Niger","2069","High","117999.847"
"Niger","2069","Low","89568.159"
"Niger","2069","Constant fertility","187153.586"
"Niger","2069","Instant replacement","42950.712"
"Niger","2069","Zero migration","103110.109"
"Niger","2069","Constant mortality","91200.282"
"Niger","2069","No change","164202.07"
"Niger","2069","Momentum","40660.855"
"Niger","2068","Medium","101107.581"
"Niger","2068","High","115183.874"
"Niger","2068","Low","88110.499"
"Niger","2068","Constant fertility","179360.369"
"Niger","2068","Instant replacement","42675.962"
"Niger","2068","Zero migration","101026.283"
"Niger","2068","Constant mortality","89687.438"
"Niger","2068","No change","157972.4"
"Niger","2068","Momentum","40478.298"
"Niger","2067","Medium","99027.364"
"Niger","2067","High","112397.248"
"Niger","2067","Low","86641.489"
"Niger","2067","Constant fertility","171889.435"
"Niger","2067","Instant replacement","42394.508"
"Niger","2067","Zero migration","98948.178"
"Niger","2067","Constant mortality","88163.876"
"Niger","2067","No change","151973.231"
"Niger","2067","Momentum","40287.05"
"Niger","2066","Medium","96954.149"
"Niger","2066","High","109640.842"
"Niger","2066","Low","85162.412"
"Niger","2066","Constant fertility","164728.027"
"Niger","2066","Instant replacement","42107.858"
"Niger","2066","Zero migration","96877.063"
"Niger","2066","Constant mortality","86630.963"
"Niger","2066","No change","146196.515"
"Niger","2066","Momentum","40088.663"
"Niger","2065","Medium","94889.127"
"Niger","2065","High","106915.545"
"Niger","2065","Low","83674.514"
"Niger","2065","Constant fertility","157863.828"
"Niger","2065","Instant replacement","41817.053"
"Niger","2065","Zero migration","94814.15"
"Niger","2065","Constant mortality","85090.016"
"Niger","2065","No change","140634.463"
"Niger","2065","Momentum","39884.265"
"Niger","2064","Medium","92833.377"
"Niger","2064","High","104222.107"
"Niger","2064","Low","82178.9"
"Niger","2064","Constant fertility","151284.381"
"Niger","2064","Instant replacement","41522.461"
"Niger","2064","Zero migration","92760.503"
"Niger","2064","Constant mortality","83542.176"
"Niger","2064","No change","135279.164"
"Niger","2064","Momentum","39674.188"
"Niger","2063","Medium","90787.961"
"Niger","2063","High","101561.279"
"Niger","2063","Low","80676.629"
"Niger","2063","Constant fertility","144977.871"
"Niger","2063","Instant replacement","41223.867"
"Niger","2063","Zero migration","90717.167"
"Niger","2063","Constant mortality","81988.56"
"Niger","2063","No change","130123.075"
"Niger","2063","Momentum","39458.191"
"Niger","2062","Medium","88754.071"
"Niger","2062","High","98934.039"
"Niger","2062","Low","79168.917"
"Niger","2062","Constant fertility","138933.771"
"Niger","2062","Instant replacement","40921.008"
"Niger","2062","Zero migration","88685.357"
"Niger","2062","Constant mortality","80430.458"
"Niger","2062","No change","125159.397"
"Niger","2062","Momentum","39236.059"
"Niger","2061","Medium","86732.926"
"Niger","2061","High","96341.392"
"Niger","2061","Low","77656.945"
"Niger","2061","Constant fertility","133142.286"
"Niger","2061","Instant replacement","40613.331"
"Niger","2061","Zero migration","86666.285"
"Niger","2061","Constant mortality","78869.128"
"Niger","2061","No change","120381.785"
"Niger","2061","Momentum","39007.335"
"Niger","2060","Medium","84725.659"
"Niger","2060","High","93784.235"
"Niger","2060","Low","76141.853"
"Niger","2060","Constant fertility","127593.808"
"Niger","2060","Instant replacement","40300.26"
"Niger","2060","Zero migration","84661.07"
"Niger","2060","Constant mortality","77305.78"
"Niger","2060","No change","115783.947"
"Niger","2060","Momentum","38771.475"
"Niger","2059","Medium","82733.355"
"Niger","2059","High","91263.34"
"Niger","2059","Low","74624.799"
"Niger","2059","Constant fertility","122278.342"
"Niger","2059","Instant replacement","39981.761"
"Niger","2059","Zero migration","82670.805"
"Niger","2059","Constant mortality","75741.622"
"Niger","2059","No change","111359.388"
"Niger","2059","Momentum","38528.486"
"Niger","2058","Medium","80756.884"
"Niger","2058","High","88779.301"
"Niger","2058","Low","73106.718"
"Niger","2058","Constant fertility","117186.132"
"Niger","2058","Instant replacement","39657.414"
"Niger","2058","Zero migration","80696.353"
"Niger","2058","Constant mortality","74177.682"
"Niger","2058","No change","107101.734"
